Column3,Column2,Column1,active_PSS,product,Substance_Name,Substance_Type,Molecular_Formula,Molecular_Weight,Inchikey,Comment,Created_Date,Last_Updated_Date,External_Code_XEVMPD,External_Code_SVG,External_Code_UNII,pss_inchi,IsomericSMILES,ps_smiles,ps_num_drugs,p_smiles,p_inchi,p_inchikey,p_chembl_id,chembl_mismatch
662,662,662,ALISKIREN HEMIFUMARATE,575,ALISKIREN HEMIFUMARATE,Chemical,2C30H53N3O6.C4H4O4,,KLRSDBSKUSSCGU-KRQUFFFQSA-N,,25/07/2019 11:55,17/05/2023 13:26,SUB25474,1,C8A0P8G029,"InChI=1S/2C30H53N3O6.C4H4O4/c2*1-19(2)22(14-21-10-11-26(38-8)27(15-21)39-13-9-12-37-7)16-24(31)25(34)17-23(20(3)4)28(35)33-18-30(5,6)29(32)36;5-3(6)1-2-4(7)8/h2*10-11,15,19-20,22-25,34H,9,12-14,16-18,31H2,1-8H3,(H2,32,36)(H,33,35);1-2H,(H,5,6)(H,7,8)/b;;2-1+/t2*22-,23-,24-,25-;/m00./s1",CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N.CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N.C(=C/C(=O)O)\C(=O)O,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O,2,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,"InChI=1S/C30H53N3O6/c1-19(2)22(14-21-10-11-26(38-8)27(15-21)39-13-9-12-37-7)16-24(31)25(34)17-23(20(3)4)28(35)33-18-30(5,6)29(32)36/h10-11,15,19-20,22-25,34H,9,12-14,16-18,31H2,1-8H3,(H2,32,36)(H,33,35)/t22-,23-,24-,25-/m0/s1",UXOWGYHJODZGMF-QORCZRPOSA-N,CHEMBL1639,FALSE
663,663,663,NATEGLINIDE,576,NATEGLINIDE,Chemical,C19H27NO3,,OELFLUMRDSZNSF-BRWVUGGUSA-N,,25/07/2019 11:55,01/09/2023 11:39,SUB09170MIG,1,41X3PWK4O2,"InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)/t15-,16-,17-/m1/s1",C(N[C@H](CC1=CC=CC=C1)C(O)=O)(=O)[C@H]2CC[C@H](C(C)C)CC2,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,1,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,"InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)/t15-,16-,17-/m1/s1",OELFLUMRDSZNSF-BRWVUGGUSA-N,CHEMBL783,FALSE
664,664,664,POSACONAZOLE,577,POSACONAZOLE,Chemical,C37H42F2N8O4,,RAGOYPUPXAKGKH-XAKZXMRKSA-N,,25/07/2019 11:55,20/12/2023 08:33,SUB20322,1,6TK1G07BHZ,"InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1",CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,1,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,"InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1",RAGOYPUPXAKGKH-XAKZXMRKSA-N,CHEMBL1397,FALSE
665,665,665,CINACALCET HYDROCHLORIDE,578,CINACALCET HYDROCHLORIDE,Chemical,C22H22F3N.ClH,,QANQWUQOEJZMLL-PKLMIRHRSA-N,,25/07/2019 11:55,19/12/2023 14:57,SUB20068,1,1K860WSG25,"InChI=1S/C22H22F3N.ClH/c1-16(20-13-5-10-18-9-2-3-12-21(18)20)26-14-6-8-17-7-4-11-19(15-17)22(23,24)25;/h2-5,7,9-13,15-16,26H,6,8,14H2,1H3;1H/t16-;/m1./s1",C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,1,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,"InChI=1S/C22H22F3N/c1-16(20-13-5-10-18-9-2-3-12-21(18)20)26-14-6-8-17-7-4-11-19(15-17)22(23,24)25/h2-5,7,9-13,15-16,26H,6,8,14H2,1H3/t16-/m1/s1",VDHAWDNDOKGFTD-MRXNPFEDSA-N,CHEMBL1201284,FALSE
666,666,666,RIMONABANT,579,RIMONABANT,Chemical,C22H21Cl3N4O,,JZCPYUJPEARBJL-UHFFFAOYSA-N,,25/07/2019 11:55,07/09/2023 11:16,SUB21719,1,RML78EN3XE,"InChI=1S/C22H21Cl3N4O/c1-14-20(22(30)27-28-11-3-2-4-12-28)26-29(19-10-9-17(24)13-18(19)25)21(14)15-5-7-16(23)8-6-15/h5-10,13H,2-4,11-12H2,1H3,(H,27,30)",CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,1,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,"InChI=1S/C22H21Cl3N4O/c1-14-20(22(30)27-28-11-3-2-4-12-28)26-29(19-10-9-17(24)13-18(19)25)21(14)15-5-7-16(23)8-6-15/h5-10,13H,2-4,11-12H2,1H3,(H,27,30)",JZCPYUJPEARBJL-UHFFFAOYSA-N,CHEMBL111,FALSE
667,667,667,RIMONABANT,580,RIMONABANT,Chemical,C22H21Cl3N4O,,JZCPYUJPEARBJL-UHFFFAOYSA-N,,25/07/2019 11:55,07/09/2023 11:16,SUB21719,1,RML78EN3XE,"InChI=1S/C22H21Cl3N4O/c1-14-20(22(30)27-28-11-3-2-4-12-28)26-29(19-10-9-17(24)13-18(19)25)21(14)15-5-7-16(23)8-6-15/h5-10,13H,2-4,11-12H2,1H3,(H,27,30)",CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,1,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,"InChI=1S/C22H21Cl3N4O/c1-14-20(22(30)27-28-11-3-2-4-12-28)26-29(19-10-9-17(24)13-18(19)25)21(14)15-5-7-16(23)8-6-15/h5-10,13H,2-4,11-12H2,1H3,(H,27,30)",JZCPYUJPEARBJL-UHFFFAOYSA-N,CHEMBL111,FALSE
668,668,668,PEMETREXED DISODIUM HEMIPENTAHYDRATE,581,PEMETREXED DISODIUM HEMIPENTAHYDRATE,Chemical,2C20H19N5O6.4Na.5H2O,,ZCTCZKWJFTYNMZ-WKUCUCPSSA-J,,25/07/2019 11:55,19/12/2023 11:28,SUB170786,1,F4GSH45R4C,"InChI=1S/2C20H21N5O6.4Na.5H2O/c2*21-20-24-16-15(18(29)25-20)12(9-22-16)6-3-10-1-4-11(5-2-10)17(28)23-13(19(30)31)7-8-14(26)27;;;;;;;;;/h2*1-2,4-5,9,13H,3,6-8H2,(H,23,28)(H,26,27)(H,30,31)(H4,21,22,24,25,29);;;;;5*1H2/q;;4*+1;;;;;/p-4/t2*13-;;;;;;;;;/m00........./s1",C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1.[Na+].[Na+],1,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,"InChI=1S/C20H21N5O6/c21-20-24-16-15(18(29)25-20)12(9-22-16)6-3-10-1-4-11(5-2-10)17(28)23-13(19(30)31)7-8-14(26)27/h1-2,4-5,9,13H,3,6-8H2,(H,23,28)(H,26,27)(H,30,31)(H4,21,22,24,25,29)/t13-/m0/s1",WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,CHEMBL225072,FALSE
669,669,669,PEMETREXED DISODIUM HEMIPENTAHYDRATE,582,PEMETREXED DISODIUM HEMIPENTAHYDRATE,Chemical,2C20H19N5O6.4Na.5H2O,,ZCTCZKWJFTYNMZ-WKUCUCPSSA-J,,25/07/2019 11:55,19/12/2023 11:28,SUB170786,1,F4GSH45R4C,"InChI=1S/2C20H21N5O6.4Na.5H2O/c2*21-20-24-16-15(18(29)25-20)12(9-22-16)6-3-10-1-4-11(5-2-10)17(28)23-13(19(30)31)7-8-14(26)27;;;;;;;;;/h2*1-2,4-5,9,13H,3,6-8H2,(H,23,28)(H,26,27)(H,30,31)(H4,21,22,24,25,29);;;;;5*1H2/q;;4*+1;;;;;/p-4/t2*13-;;;;;;;;;/m00........./s1",C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1.[Na+].[Na+],1,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,"InChI=1S/C20H21N5O6/c21-20-24-16-15(18(29)25-20)12(9-22-16)6-3-10-1-4-11(5-2-10)17(28)23-13(19(30)31)7-8-14(26)27/h1-2,4-5,9,13H,3,6-8H2,(H,23,28)(H,26,27)(H,30,31)(H4,21,22,24,25,29)/t13-/m0/s1",WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,CHEMBL225072,FALSE
670,670,670,TACROLIMUS MONOHYDRATE,583,TACROLIMUS MONOHYDRATE,Chemical,C44H69NO12.H2O,,NWJQLQGQZSIBAF-MLAUYUEBSA-N,,25/07/2019 11:55,21/12/2023 09:59,SUB23141,1,WM0HAQ4WNM,"InChI=1S/C44H69NO12.H2O/c1-10-13-31-19-25(2)18-26(3)20-37(54-8)40-38(55-9)22-28(5)44(52,57-40)41(49)42(50)45-17-12-11-14-32(45)43(51)56-39(29(6)34(47)24-35(31)48)27(4)21-30-15-16-33(46)36(23-30)53-7;/h10,19,21,26,28-34,36-40,46-47,52H,1,11-18,20,22-24H2,2-9H3;1H2/b25-19+,27-21+;/t26-,28+,29+,30-,31+,32-,33+,34-,36+,37-,38-,39+,40+,44+;/m0./s1",C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC.O,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1,C=CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,"InChI=1S/C44H69NO12/c1-10-13-31-19-25(2)18-26(3)20-37(54-8)40-38(55-9)22-28(5)44(52,57-40)41(49)42(50)45-17-12-11-14-32(45)43(51)56-39(29(6)34(47)24-35(31)48)27(4)21-30-15-16-33(46)36(23-30)53-7/h10,19,21,26,28-34,36-40,46-47,52H,1,11-18,20,22-24H2,2-9H3/b25-19-,27-21+/t26-,28+,29+,30-,31+,32-,33+,34-,36+,37-,38-,39+,40+,44+/m0/s1",QJJXYPPXXYFBGM-LJIGMGMYSA-N,CHEMBL4303795,FALSE
671,671,671,TELITHROMYCIN,584,TELITHROMYCIN,Chemical,C43H65N5O10,,LJVAJPDWBABPEJ-PNUFFHFMSA-N,,25/07/2019 11:55,11/09/2023 07:18,SUB12606MIG,1,KI8H7H19WL,"InChI=1S/C43H65N5O10/c1-12-33-43(8)37(48(41(53)58-43)19-14-13-18-47-23-31(45-24-47)30-16-15-17-44-22-30)27(4)34(49)25(2)21-42(7,54-11)38(28(5)35(50)29(6)39(52)56-33)57-40-36(51)32(46(9)10)20-26(3)55-40/h15-17,22-29,32-33,36-38,40,51H,12-14,18-21H2,1-11H3/t25-,26-,27+,28+,29-,32+,33-,36-,37-,38-,40+,42-,43-/m1/s1",CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,1,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,"InChI=1S/C43H65N5O10/c1-12-33-43(8)37(48(41(53)58-43)19-14-13-18-47-23-31(45-24-47)30-16-15-17-44-22-30)27(4)34(49)25(2)21-42(7,54-11)38(28(5)35(50)29(6)39(52)56-33)57-40-36(51)32(46(9)10)20-26(3)55-40/h15-17,22-29,32-33,36-38,40,51H,12-14,18-21H2,1-11H3/t25-,26-,27+,28+,29-,32+,33-,36-,37-,38-,40+,42-,43-/m1/s1",LJVAJPDWBABPEJ-PNUFFHFMSA-N,CHEMBL1136,FALSE
672,672,672,DARIFENACIN HYDROBROMIDE,585,DARIFENACIN HYDROBROMIDE,Chemical,C28H30N2O2.BrH,,UQAVIASOPREUIT-VQIWEWKSSA-N,,25/07/2019 11:55,04/09/2023 12:08,SUB21464,1,CR02EYQ8GV,"InChI=1S/C28H30N2O2.BrH/c29-27(31)28(23-7-3-1-4-8-23,24-9-5-2-6-10-24)25-14-17-30(20-25)16-13-21-11-12-26-22(19-21)15-18-32-26;/h1-12,19,25H,13-18,20H2,(H2,29,31);1H/t25-;/m1./s1",C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br,Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,1,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,"InChI=1S/C28H30N2O2/c29-27(31)28(23-7-3-1-4-8-23,24-9-5-2-6-10-24)25-14-17-30(20-25)16-13-21-11-12-26-22(19-21)15-18-32-26/h1-12,19,25H,13-18,20H2,(H2,29,31)/t25-/m1/s1",HXGBXQDTNZMWGS-RUZDIDTESA-N,CHEMBL1346,FALSE
673,673,673,REMIMAZOLAM BESYLATE,586,REMIMAZOLAM BESYLATE,Chemical,C21H19BrN4O2.C6H6O3S,,QMTKNJZIWGTNTE-LMOVPXPDSA-N,,12/11/2019 11:28,07/09/2023 12:41,SUB203818,1,280XQ6482H,"InChI=1S/C21H19BrN4O2.C6H6O3S/c1-13-12-24-21-17(7-9-19(27)28-2)25-20(16-5-3-4-10-23-16)15-11-14(22)6-8-18(15)26(13)21;7-10(8,9)6-4-2-1-3-5-6/h3-6,8,10-12,17H,7,9H2,1-2H3;1-5H,(H,7,8,9)/t17-;/m0./s1",CC1=CN=C2N1C3=C(C=C(C=C3)Br)C(=N[C@H]2CCC(=O)OC)C4=CC=CC=N4.C1=CC=C(C=C1)S(=O)(=O)O,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21.O=S(=O)(O)c1ccccc1,1,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,"InChI=1S/C21H19BrN4O2/c1-13-12-24-21-17(7-9-19(27)28-2)25-20(16-5-3-4-10-23-16)15-11-14(22)6-8-18(15)26(13)21/h3-6,8,10-12,17H,7,9H2,1-2H3/t17-/m0/s1",CYHWMBVXXDIZNZ-KRWDZBQOSA-N,CHEMBL4297526,FALSE
674,674,674,SAFINAMIDE METHANSULFONATE,587,,,,,YKOCHIUQOBQIAC-YDALLXLXSA-N,,,,,,,"InChI=1S/C17H19FN2O2.CH4O3S/c1-12(17(19)21)20-10-13-5-7-16(8-6-13)22-11-14-3-2-4-15(18)9-14;1-5(2,3)4/h2-9,12,20H,10-11H2,1H3,(H2,19,21);1H3,(H,2,3,4)/t12-;/m0./s1",C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F.CS(=O)(=O)O,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,1,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,"InChI=1S/C17H19FN2O2/c1-12(17(19)21)20-10-13-5-7-16(8-6-13)22-11-14-3-2-4-15(18)9-14/h2-9,12,20H,10-11H2,1H3,(H2,19,21)/t12-/m0/s1",NEMGRZFTLSKBAP-LBPRGKRZSA-N,CHEMBL396778,FALSE
675,675,675,ALPELISIB,588,ALPELISIB,Chemical,C19H22F3N5O2S,,STUWGJZDJHPWGZ-LBPRGKRZSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB180707,1,08W5N2C97Q,"InChI=1S/C19H22F3N5O2S/c1-10-14(11-6-7-24-13(9-11)18(2,3)19(20,21)22)30-16(25-10)26-17(29)27-8-4-5-12(27)15(23)28/h6-7,9,12H,4-5,8H2,1-3H3,(H2,23,28)(H,25,26,29)/t12-/m0/s1",CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,1,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,"InChI=1S/C19H22F3N5O2S/c1-10-14(11-6-7-24-13(9-11)18(2,3)19(20,21)22)30-16(25-10)26-17(29)27-8-4-5-12(27)15(23)28/h6-7,9,12H,4-5,8H2,1-3H3,(H2,23,28)(H,25,26,29)/t12-/m0/s1",STUWGJZDJHPWGZ-LBPRGKRZSA-N,CHEMBL2396661,FALSE
676,676,676,SODIUM THIOSULFATE,589,SODIUM THIOSULFATE,Chemical,,,AKHNMLFCWUSKQB-UHFFFAOYSA-L,Ph. Eur. mismatch,25/07/2019 11:55,01/03/2023 10:24,SUB15332MIG,,,"InChI=1S/2Na.H2O3S2/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",[O-]S(=O)(=S)[O-].[Na+].[Na+],O=S([O-])([O-])=S.[Na+].[Na+],1,O=S(O)(O)=S,"InChI=1S/H2O3S2/c1-5(2,3)4/h(H2,1,2,3,4)",DHCDFWKWKRSZHF-UHFFFAOYSA-N,CHEMBL1208642,FALSE
677,677,677,RITONAVIR,590,RITONAVIR,Chemical,C37H48N6O5S2,,NCDNCNXCDXHOMX-XGKFQTDJSA-N,,25/07/2019 11:55,20/12/2023 11:23,SUB10342MIG,1,O3J8G9O825,"InChI=1S/C37H48N6O5S2/c1-24(2)33(42-36(46)43(5)20-29-22-49-35(40-29)25(3)4)34(45)39-28(16-26-12-8-6-9-13-26)18-32(44)31(17-27-14-10-7-11-15-27)41-37(47)48-21-30-19-38-23-50-30/h6-15,19,22-25,28,31-33,44H,16-18,20-21H2,1-5H3,(H,39,45)(H,41,47)(H,42,46)/t28-,31-,32-,33-/m0/s1",CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,1,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,"InChI=1S/C37H48N6O5S2/c1-24(2)33(42-36(46)43(5)20-29-22-49-35(40-29)25(3)4)34(45)39-28(16-26-12-8-6-9-13-26)18-32(44)31(17-27-14-10-7-11-15-27)41-37(47)48-21-30-19-38-23-50-30/h6-15,19,22-25,28,31-33,44H,16-18,20-21H2,1-5H3,(H,39,45)(H,41,47)(H,42,46)/t28-,31-,32-,33-/m0/s1",NCDNCNXCDXHOMX-XGKFQTDJSA-N,CHEMBL163,FALSE
678,678,678,RITONAVIR,591,RITONAVIR,Chemical,C37H48N6O5S2,,NCDNCNXCDXHOMX-XGKFQTDJSA-N,,25/07/2019 11:55,20/12/2023 11:23,SUB10342MIG,1,O3J8G9O825,"InChI=1S/C37H48N6O5S2/c1-24(2)33(42-36(46)43(5)20-29-22-49-35(40-29)25(3)4)34(45)39-28(16-26-12-8-6-9-13-26)18-32(44)31(17-27-14-10-7-11-15-27)41-37(47)48-21-30-19-38-23-50-30/h6-15,19,22-25,28,31-33,44H,16-18,20-21H2,1-5H3,(H,39,45)(H,41,47)(H,42,46)/t28-,31-,32-,33-/m0/s1",CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,1,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,"InChI=1S/C37H48N6O5S2/c1-24(2)33(42-36(46)43(5)20-29-22-49-35(40-29)25(3)4)34(45)39-28(16-26-12-8-6-9-13-26)18-32(44)31(17-27-14-10-7-11-15-27)41-37(47)48-21-30-19-38-23-50-30/h6-15,19,22-25,28,31-33,44H,16-18,20-21H2,1-5H3,(H,39,45)(H,41,47)(H,42,46)/t28-,31-,32-,33-/m0/s1",NCDNCNXCDXHOMX-XGKFQTDJSA-N,CHEMBL163,FALSE
679,679,679,APREMILAST,592,APREMILAST,Chemical,C22H24N2O7S,,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB130837,1,UP7QBP99PN,"InChI=1S/C22H24N2O7S/c1-5-31-19-11-14(9-10-18(19)30-3)17(12-32(4,28)29)24-21(26)15-7-6-8-16(23-13(2)25)20(15)22(24)27/h6-11,17H,5,12H2,1-4H3,(H,23,25)/t17-/m1/s1",CCOC1=C(C=CC(=C1)[C@@H](CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,1,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,"InChI=1S/C22H24N2O7S/c1-5-31-19-11-14(9-10-18(19)30-3)17(12-32(4,28)29)24-21(26)15-7-6-8-16(23-13(2)25)20(15)22(24)27/h6-11,17H,5,12H2,1-4H3,(H,23,25)/t17-/m1/s1",IMOZEMNVLZVGJZ-QGZVFWFLSA-N,CHEMBL514800,FALSE
