Column2,Column1,active_PSS,product,Substance_Name,Substance_Type,Molecular_Formula,Molecular_Weight,Inchikey,Comment,Created_Date,Last_Updated_Date,External_Code_XEVMPD,External_Code_SVG,External_Code_UNII,pss_inchi,IsomericSMILES
744,744,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,643,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,Chemical,C23H31NO7.ClH,,OWLCGJBUTJXNOF-HDNKIUSMSA-N,,25/07/2019 11:55,17/05/2023 13:28,SUB32913,1,UXH81S8ZVB,"InChI=1S/C23H31NO7.ClH/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3;/h4,26H,5-14H2,1-3H3;1H/b15-4+;",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O.Cl
745,745,MYCOPHENOLATE MOFETIL,644,MYCOPHENOLATE MOFETIL,Chemical,C23H31NO7,,RTGDFNSFWBGLEC-SYZQJQIISA-N,,25/07/2019 11:55,20/12/2023 16:17,SUB03360MIG,1,9242ECW6R0,"InChI=1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O
746,746,MYCOPHENOLATE MOFETIL,645,MYCOPHENOLATE MOFETIL,Chemical,C23H31NO7,,RTGDFNSFWBGLEC-SYZQJQIISA-N,,25/07/2019 11:55,20/12/2023 16:17,SUB03360MIG,1,9242ECW6R0,"InChI=1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O
747,747,EDOXABAN TOSILATE,646,EDOXABAN TOSILATE,Chemical,C24H30ClN7O4S.C7H8O3S,,ZLFZITWZOYXXAW-QXXZOGQOSA-N,,25/07/2019 11:55,07/09/2023 12:41,SUB35059,1,32W99UE810,"InChI=1S/C24H30ClN7O4S.C7H8O3S/c1-31(2)24(36)13-4-6-15(27-20(33)21(34)30-19-7-5-14(25)11-26-19)17(10-13)28-22(35)23-29-16-8-9-32(3)12-18(16)37-23;1-6-2-4-7(5-3-6)11(8,9)10/h5,7,11,13,15,17H,4,6,8-10,12H2,1-3H3,(H,27,33)(H,28,35)(H,26,30,34);2-5H,1H3,(H,8,9,10)/t13-,15-,17+;/m0./s1",CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C
748,748,EDOXABAN TOSILATE,647,EDOXABAN TOSILATE,Chemical,C24H30ClN7O4S.C7H8O3S,,ZLFZITWZOYXXAW-QXXZOGQOSA-N,,25/07/2019 11:55,07/09/2023 12:41,SUB35059,1,32W99UE810,"InChI=1S/C24H30ClN7O4S.C7H8O3S/c1-31(2)24(36)13-4-6-15(27-20(33)21(34)30-19-7-5-14(25)11-26-19)17(10-13)28-22(35)23-29-16-8-9-32(3)12-18(16)37-23;1-6-2-4-7(5-3-6)11(8,9)10/h5,7,11,13,15,17H,4,6,8-10,12H2,1-3H3,(H,27,33)(H,28,35)(H,26,30,34);2-5H,1H3,(H,8,9,10)/t13-,15-,17+;/m0./s1",CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C
749,749,ZANUBRUTINIB,648,ZANUBRUTINIB,Chemical,C27H29N5O3,,RNOAOAWBMHREKO-QFIPXVFZSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB195236,1,AG9MHG098Z,"InChI=1S/C27H29N5O3/c1-2-23(33)31-16-13-18(14-17-31)22-12-15-29-27-24(26(28)34)25(30-32(22)27)19-8-10-21(11-9-19)35-20-6-4-3-5-7-20/h2-11,18,22,29H,1,12-17H2,(H2,28,34)/t22-/m0/s1",C=CC(=O)N1CCC(CC1)[C@@H]2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N
750,750,GOZETOTIDE,649,GOZETOTIDE,Chemical,C44H62N6O17,,QJUIUFGOTBRHKP-LQJZCPKCSA-N,,19/12/2020 23:28,17/05/2023 13:29,SUB219371,1,9AG41L3AOQ,"InChI=1S/C44H62N6O17/c51-34-13-8-28(22-30(34)24-49(26-40(59)60)20-21-50(27-41(61)62)25-31-23-29(9-14-35(31)52)11-16-38(55)56)10-15-37(54)46-18-4-1-2-7-36(53)45-19-5-3-6-32(42(63)64)47-44(67)48-33(43(65)66)12-17-39(57)58/h8-9,13-14,22-23,32-33,51-52H,1-7,10-12,15-21,24-27H2,(H,45,53)(H,46,54)(H,55,56)(H,57,58)(H,59,60)(H,61,62)(H,63,64)(H,65,66)(H2,47,48,67)/t32-,33-/m0/s1",C1=CC(=C(C=C1CCC(=O)NCCCCCC(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)CN(CCN(CC2=C(C=CC(=C2)CCC(=O)O)O)CC(=O)O)CC(=O)O)O
751,751,DOCETAXEL,650,DOCETAXEL,Chemical,C43H53NO14,,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,,25/07/2019 11:55,20/12/2023 13:42,SUB12492MIG,1,699121PHCA,"InChI=1S/C43H53NO14/c1-22-26(55-37(51)32(48)30(24-15-11-9-12-16-24)44-38(52)58-39(3,4)5)20-43(53)35(56-36(50)25-17-13-10-14-18-25)33-41(8,34(49)31(47)29(22)40(43,6)7)27(46)19-28-42(33,21-54-28)57-23(2)45/h9-18,26-28,30-33,35,46-48,53H,19-21H2,1-8H3,(H,44,52)/t26-,27-,28+,30-,31+,32+,33-,35-,41+,42-,43+/m0/s1",CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O
752,752,IVACAFTOR,651,IVACAFTOR,Chemical,C24H28N2O3,,PURKAOJPTOLRMP-UHFFFAOYSA-N,,25/07/2019 11:55,14/09/2023 07:53,SUB33103,1,1Y740ILL1Z,"InChI=1S/C24H28N2O3/c1-23(2,3)16-11-17(24(4,5)6)20(27)12-19(16)26-22(29)15-13-25-18-10-8-7-9-14(18)21(15)28/h7-13,27H,1-6H3,(H,25,28)(H,26,29)",CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
753,753,IVACAFTOR,652,IVACAFTOR,Chemical,C24H28N2O3,,PURKAOJPTOLRMP-UHFFFAOYSA-N,,25/07/2019 11:55,14/09/2023 07:53,SUB33103,1,1Y740ILL1Z,"InChI=1S/C24H28N2O3/c1-23(2,3)16-11-17(24(4,5)6)20(27)12-19(16)26-22(29)15-13-25-18-10-8-7-9-14(18)21(15)28/h7-13,27H,1-6H3,(H,25,28)(H,26,29)",CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
754,754,LEFLUNOMIDE,653,LEFLUNOMIDE,Chemical,C12H9F3N2O2,,VHOGYURTWQBHIL-UHFFFAOYSA-N,,25/07/2019 11:55,07/09/2023 23:00,SUB08424MIG,1,G162GK9U4W,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)",CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
755,755,AMLODIPINE BESILATE,654,AMLODIPINE BESILATE,Chemical,C20H25ClN2O5.C6H6O3S,,ZPBWCRDSRKPIDG-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:02,SUB12864MIG,1,864V2Q084H,"InChI=1S/C20H25ClN2O5.C6H6O3S/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21;7-10(8,9)6-4-2-1-3-5-6/h5-8,17,23H,4,9-11,22H2,1-3H3;1-5H,(H,7,8,9)",CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O
756,756,VALSARTAN,654,VALSARTAN,Chemical,C24H29N5O3,,ACWBQPMHZXGDFX-QFIPXVFZSA-N,,25/07/2019 11:55,14/09/2023 08:19,SUB00017MIG,1,80M03YXJ7I,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O
757,757,HYDROCHLOROTHIAZIDE,654,HYDROCHLOROTHIAZIDE,Chemical,C7H8ClN3O4S2,,JZUFKLXOESDKRF-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:58,SUB08062MIG,1,0J48LPH2TH,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
758,758,IMATINIB MESILATE,655,IMATINIB MESILATE,Chemical,C29H31N7O.CH4O3S,,YLMAHDNUQAMNNX-UHFFFAOYSA-N,,25/07/2019 11:55,19/12/2023 06:17,SUB12517MIG,1,8A1O1M485B,"InChI=1S/C29H31N7O.CH4O3S/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36;1-5(2,3)4/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34);1H3,(H,2,3,4)",CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
759,759,IMATINIB MESILATE,656,IMATINIB MESILATE,Chemical,C29H31N7O.CH4O3S,,YLMAHDNUQAMNNX-UHFFFAOYSA-N,,25/07/2019 11:55,19/12/2023 06:17,SUB12517MIG,1,8A1O1M485B,"InChI=1S/C29H31N7O.CH4O3S/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36;1-5(2,3)4/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34);1H3,(H,2,3,4)",CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
760,760,ABACAVIR SULFATE,657,ABACAVIR SULFATE,Chemical,2C14H18N6O.H2O4S,,WMHSRBZIJNQHKT-FFKFEZPRSA-N,,25/07/2019 11:55,07/09/2023 12:41,SUB00231MIG,1,J220T4J9Q2,"InChI=1S/2C14H18N6O.H2O4S/c2*15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21;1-5(2,3)4/h2*1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19);(H2,1,2,3,4)/t2*8-,10+;/m11./s1",C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.OS(=O)(=O)O
761,761,ABACAVIR SULFATE,658,ABACAVIR SULFATE,Chemical,2C14H18N6O.H2O4S,,WMHSRBZIJNQHKT-FFKFEZPRSA-N,,25/07/2019 11:55,07/09/2023 12:41,SUB00231MIG,1,J220T4J9Q2,"InChI=1S/2C14H18N6O.H2O4S/c2*15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21;1-5(2,3)4/h2*1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19);(H2,1,2,3,4)/t2*8-,10+;/m11./s1",C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.OS(=O)(=O)O
762,762,CEFTAZIDIME PENTAHYDRATE,659,CEFTAZIDIME PENTAHYDRATE,Chemical,C22H21N6O7S2.H.5H2O,,NMVPEQXCMGEDNH-TZVUEUGBSA-N,,25/07/2019 11:55,19/12/2023 14:38,SUB01134MIG,1,9M416Z9QNR,"InChI=1S/C22H22N6O7S2.5H2O/c1-22(2,20(33)34)35-26-13(12-10-37-21(23)24-12)16(29)25-14-17(30)28-15(19(31)32)11(9-36-18(14)28)8-27-6-4-3-5-7-27;;;;;/h3-7,10,14,18H,8-9H2,1-2H3,(H4-,23,24,25,29,31,32,33,34);5*1H2/b26-13-;;;;;/t14-,18-;;;;;/m1...../s1",CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-].O.O.O.O.O
763,763,AVIBACTAM SODIUM,659,AVIBACTAM SODIUM,Chemical,C7H10N3O6S.Na,,RTCIKUMODPANKX-JBUOLDKXSA-M,,25/07/2019 11:55,18/05/2023 06:42,SUB179984,1,9V824P8TAI,"InChI=1S/C7H11N3O6S.Na/c8-6(11)5-2-1-4-3-9(5)7(12)10(4)16-17(13,14)15;/h4-5H,1-3H2,(H2,8,11)(H,13,14,15);/q;+1/p-1/t4-,5+;/m1./s1",C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)[O-])C(=O)N.[Na+]
764,764,EMPAGLIFLOZIN,660,EMPAGLIFLOZIN,Chemical,C23H27ClO7,,OBWASQILIWPZMG-QZMOQZSNSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB35915,1,HDC1R2M35U,"InChI=1S/C23H27ClO7/c24-18-6-3-14(23-22(28)21(27)20(26)19(11-25)31-23)10-15(18)9-13-1-4-16(5-2-13)30-17-7-8-29-12-17/h1-6,10,17,19-23,25-28H,7-9,11-12H2/t17-,19+,20+,21-,22+,23-/m0/s1",C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl
765,765,METFORMIN HYDROCHLORIDE,660,METFORMIN HYDROCHLORIDE,Chemical,C4H11N5.ClH,,OETHQSJEHLVLGH-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 15:52,SUB03200MIG,1,786Z46389E,"InChI=1S/C4H11N5.ClH/c1-9(2)4(7)8-3(5)6;/h1-2H3,(H5,5,6,7,8);1H",CN(C)C(=N)N=C(N)N.Cl
766,766,EMPAGLIFLOZIN,661,EMPAGLIFLOZIN,Chemical,C23H27ClO7,,OBWASQILIWPZMG-QZMOQZSNSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB35915,1,HDC1R2M35U,"InChI=1S/C23H27ClO7/c24-18-6-3-14(23-22(28)21(27)20(26)19(11-25)31-23)10-15(18)9-13-1-4-16(5-2-13)30-17-7-8-29-12-17/h1-6,10,17,19-23,25-28H,7-9,11-12H2/t17-,19+,20+,21-,22+,23-/m0/s1",C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl
767,767,LINAGLIPTIN,661,LINAGLIPTIN,Chemical,C25H28N8O2,,LTXREWYXXSTFRX-QGZVFWFLSA-N,,25/07/2019 11:55,19/12/2023 14:17,SUB31340,1,3X29ZEJ4R2,"InChI=1S/C25H28N8O2/c1-4-5-13-32-21-22(29-24(32)31-12-8-9-17(26)14-31)30(3)25(35)33(23(21)34)15-20-27-16(2)18-10-6-7-11-19(18)28-20/h6-7,10-11,17H,8-9,12-15,26H2,1-3H3/t17-/m1/s1",CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
768,768,APALUTAMIDE,662,APALUTAMIDE,Chemical,C21H15F4N5O2S,,HJBWBFZLDZWPHF-UHFFFAOYSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB189031,1,4T36H88UA7,"InChI=1S/C21H15F4N5O2S/c1-27-17(31)13-4-3-11(8-15(13)22)30-19(33)29(18(32)20(30)5-2-6-20)12-7-14(21(23,24)25)16(9-26)28-10-12/h3-4,7-8,10H,2,5-6H2,1H3,(H,27,31)",CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F
769,769,CEDAZURIDINE,663,CEDAZURIDINE,Chemical,C9H14F2N2O5,,VUDZSIYXZUYWSC-DBRKOABJSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB194550,1,39IS23Q1EW,"InChI=1S/C9H14F2N2O5/c10-9(11)6(16)4(3-14)18-7(9)13-2-1-5(15)12-8(13)17/h4-7,14-16H,1-3H2,(H,12,17)/t4-,5-,6-,7-/m1/s1",C1CN(C(=O)N[C@@H]1O)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F
770,770,DECITABINE,663,DECITABINE,Chemical,C8H12N4O4,,XAUDJQYHKZQPEU-KVQBGUIXSA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB06932MIG,1,776B62CQ27,"InChI=1S/C8H12N4O4/c9-7-10-3-12(8(15)11-7)6-1-4(14)5(2-13)16-6/h3-6,13-14H,1-2H2,(H2,9,11,15)/t4-,5+,6+/m0/s1",C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
771,771,CLOPIDOGREL HYDROGEN SULPHATE,664,CLOPIDOGREL HYDROGEN SULPHATE,Chemical,C16H16ClNO2S.H2O4S,,FDEODCTUSIWGLK-RSAXXLAASA-N,,25/07/2019 11:55,19/12/2023 14:07,SUB12483MIG,1,08I79HTP27,"InChI=1S/C16H16ClNO2S.H2O4S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14;1-5(2,3)4/h2-5,7,9,15H,6,8,10H2,1H3;(H2,1,2,3,4)/t15-;/m0./s1",COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O
772,772,ACETYLSALICYLIC ACID,664,ACETYLSALICYLIC ACID,Chemical,C9H8O4,,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 09:12,SUB12730MIG,1,R16CO5Y76E,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",CC(=O)OC1=CC=CC=C1C(=O)O
773,773,AMLODIPINE BESILATE,665,AMLODIPINE BESILATE,Chemical,C20H25ClN2O5.C6H6O3S,,ZPBWCRDSRKPIDG-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:02,SUB12864MIG,1,864V2Q084H,"InChI=1S/C20H25ClN2O5.C6H6O3S/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21;7-10(8,9)6-4-2-1-3-5-6/h5-8,17,23H,4,9-11,22H2,1-3H3;1-5H,(H,7,8,9)",CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O
774,774,VALSARTAN,665,VALSARTAN,Chemical,C24H29N5O3,,ACWBQPMHZXGDFX-QFIPXVFZSA-N,,25/07/2019 11:55,14/09/2023 08:19,SUB00017MIG,1,80M03YXJ7I,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O
775,775,HYDROCHLOROTHIAZIDE,665,HYDROCHLOROTHIAZIDE,Chemical,C7H8ClN3O4S2,,JZUFKLXOESDKRF-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:58,SUB08062MIG,1,0J48LPH2TH,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
776,776,AMLODIPINE BESILATE,666,AMLODIPINE BESILATE,Chemical,C20H25ClN2O5.C6H6O3S,,ZPBWCRDSRKPIDG-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:02,SUB12864MIG,1,864V2Q084H,"InChI=1S/C20H25ClN2O5.C6H6O3S/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21;7-10(8,9)6-4-2-1-3-5-6/h5-8,17,23H,4,9-11,22H2,1-3H3;1-5H,(H,7,8,9)",CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O
777,777,VALSARTAN,666,VALSARTAN,Chemical,C24H29N5O3,,ACWBQPMHZXGDFX-QFIPXVFZSA-N,,25/07/2019 11:55,14/09/2023 08:19,SUB00017MIG,1,80M03YXJ7I,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O
778,778,HYDROCHLOROTHIAZIDE,666,HYDROCHLOROTHIAZIDE,Chemical,C7H8ClN3O4S2,,JZUFKLXOESDKRF-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:58,SUB08062MIG,1,0J48LPH2TH,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
779,779,TREPROSTINIL SODIUM,667,TREPROSTINIL SODIUM,Chemical,C23H33O5.Na,,IQKAWAUTOKVMLE-ZSESPEEFSA-M,,25/07/2019 11:55,04/07/2023 05:57,SUB22911,1,7JZ75N2NT6,"InChI=1S/C23H34O5.Na/c1-2-3-4-7-17(24)9-10-18-19-11-15-6-5-8-22(28-14-23(26)27)20(15)12-16(19)13-21(18)25;/h5-6,8,16-19,21,24-25H,2-4,7,9-14H2,1H3,(H,26,27);/q;+1/p-1/t16-,17-,18+,19-,21+;/m0./s1",CCCCC[C@@H](CC[C@H]1[C@@H](C[C@H]2[C@@H]1CC3=C(C2)C(=CC=C3)OCC(=O)[O-])O)O.[Na+]
780,780,SOFOSBUVIR,668,SOFOSBUVIR,Chemical,C22H29FN3O9P,,TTZHDVOVKQGIBA-IQWMDFIBSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB121170,1,WJ6CA3ZU8B,"InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1",C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
781,781,SOFOSBUVIR,669,SOFOSBUVIR,Chemical,C22H29FN3O9P,,TTZHDVOVKQGIBA-IQWMDFIBSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB121170,1,WJ6CA3ZU8B,"InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1",C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
782,782,SOFOSBUVIR,670,SOFOSBUVIR,Chemical,C22H29FN3O9P,,TTZHDVOVKQGIBA-IQWMDFIBSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB121170,1,WJ6CA3ZU8B,"InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1",C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
783,783,VELPATASVIR,670,VELPATASVIR,Chemical,C49H54N8O8,,FHCUMDQMBHQXKK-CDIODLITSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB180213,1,KCU0C7RS7Z,"InChI=1S/C49H54N8O8/c1-26(2)41(54-48(60)63-5)47(59)57-27(3)12-17-38(57)45-51-36-16-14-30-20-35-33-15-13-31(19-32(33)25-65-40(35)21-34(30)43(36)53-45)37-22-50-44(52-37)39-18-28(24-62-4)23-56(39)46(58)42(55-49(61)64-6)29-10-8-7-9-11-29/h7-11,13-16,19-22,26-28,38-39,41-42H,12,17-18,23-25H2,1-6H3,(H,50,52)(H,51,53)(H,54,60)(H,55,61)/t27-,28-,38-,39-,41-,42+/m0/s1",C[C@H]1CC[C@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)[C@@H]8C[C@@H](CN8C(=O)[C@@H](C9=CC=CC=C9)NC(=O)OC)COC
